"","occurrence_no","record_type","reid_no","collection_no","taxon_name","taxon_rank","taxon_no","matched_name","matched_rank","matched_no","early_interval","early_age","late_age","reference_no","lng","lat","genus","genus_no","family","family_no","order","order_no","class","class_no","phylum","phylum_no","genus_name","species_name","species_reso","genus_reso","late_interval"
"1:1",139242,"occurrence",24752,11890,"Gorgosaurus sternbergi n. sp.","species",63900,"Gorgosaurus libratus","species",53194,"Late Campanian",83.5,70.6,"13165;13165",-111.528732,50.740726,"Gorgosaurus",53193,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Gorgosaurus","sternbergi","n. sp.",NA,NA
"1:2",139250,"occurrence",23301,11893,"Gorgosaurus libratus","species",53194,"Gorgosaurus libratus","species",53194,"Late Campanian",83.5,70.6,"4205;4205",-111.549347,50.737015,"Gorgosaurus",53193,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Gorgosaurus","libratus",NA,NA,NA
"1:3",139252,"occurrence",23302,11895,"Gorgosaurus libratus","species",53194,"Gorgosaurus libratus","species",53194,"Late Campanian",83.5,70.6,"4205;4205",-111.564636,50.723866,"Gorgosaurus",53193,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Gorgosaurus","libratus",NA,NA,NA
"1:4",139253,"occurrence",18699,11896,"Gorgosaurus libratus","species",53194,"Gorgosaurus libratus","species",53194,"Late Campanian",83.5,70.6,"4205;4205",-111.525337,50.740471,"Gorgosaurus",53193,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Gorgosaurus","libratus",NA,NA,NA
"1:5",139254,"occurrence",13634,11897,"Gorgosaurus n. gen. libratus n. sp.","species",53194,"Gorgosaurus libratus","species",53194,"Late Campanian",83.5,70.6,"17547;17547",-111.601021,50.786999,"Gorgosaurus",53193,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Gorgosaurus","libratus","n. sp.","n. gen.",NA
"1:6",139255,"occurrence",18015,11898,"Albertosaurus sarcophagus","species",56319,"Albertosaurus sarcophagus","species",56319,"Maastrichtian",72.1,66,"9259;9259",-112.981903,51.8046,"Albertosaurus",38607,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","sarcophagus",NA,NA,NA
"1:7",139256,"occurrence",30781,11899,"Albertosaurus sarcophagus","species",56319,"Albertosaurus sarcophagus","species",56319,"Early Maastrichtian",70.6,66,"4205;4205",-112.981903,51.819099,"Albertosaurus",38607,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","sarcophagus",NA,NA,NA
"1:8",139257,"occurrence",NA,11900,"Albertosaurus arctunguis n. sp.","species",63710,"Albertosaurus sarcophagus","species",56319,"Late Campanian",83.5,70.6,"12347;12347",-112.818901,51.542702,"Albertosaurus",38607,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","arctunguis","n. sp.",NA,NA
"1:9",139258,"occurrence",18014,11901,"Albertosaurus n. gen. sarcophagus n. sp.","species",56319,"Albertosaurus sarcophagus","species",56319,"Late Campanian",83.5,70.6,"9259;9259",-112.8423,51.469898,"Albertosaurus",38607,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","sarcophagus","n. sp.","n. gen.",NA
"1:10",139259,"occurrence",NA,11902,"Albertosaurus sarcophagus","species",56319,"Albertosaurus sarcophagus","species",56319,"Late Campanian",83.5,70.6,"4205;4205",-112.702202,51.4408,"Albertosaurus",38607,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","sarcophagus",NA,NA,NA
"1:11",139261,"occurrence",NA,11903,"Daspletosaurus torosus","species",57258,"Daspletosaurus torosus","species",57258,"Late Campanian",83.5,70.6,"4205;4205",-110.681999,49.083698,"Daspletosaurus",38608,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Daspletosaurus","torosus",NA,NA,NA
"1:12",139290,"occurrence",23303,11915,"Daspletosaurus n. gen. torosus n. sp.","species",57258,"Daspletosaurus torosus","species",57258,"Middle Campanian",83.5,70.6,"4205;4205",-111.485008,50.751526,"Daspletosaurus",38608,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Daspletosaurus","torosus","n. sp.","n. gen.",NA
"1:13",139291,"occurrence",30120,11916,"Albertosaurus sp.","genus",38607,"Albertosaurus","genus",38607,"Early Maastrichtian",70.6,66,"51906;51906",-112.934799,51.928299,"Albertosaurus",38607,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","sp.",NA,NA,NA
"1:14",139292,"occurrence",22878,11917,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"4218;4218",-113.0289,51.906399,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:15",139293,"occurrence",NA,11918,"Tyrannosaurus cf. rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"4205;4205",-113.23333,51.933334,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,"cf.",NA
"1:16",148629,"occurrence",NA,13108,"Tarbosaurus bataar","species",57254,"Tarbosaurus bataar","species",57254,"Maastrichtian",72.1,66,"4373;4373",99.599998,43.540001,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","bataar",NA,NA,NA
"1:17",219998,"occurrence",NA,22654,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Late Campanian",83.5,70.6,"5922;5922",-111.525871,50.728848,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:18",220009,"occurrence",NA,22657,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Late Campanian",83.5,70.6,"5721;5721",-111.524582,50.727234,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:19",220028,"occurrence",NA,22659,"Albertosaurus libratus","species",57255,"Gorgosaurus libratus","species",53194,"Late Campanian",83.5,70.6,"5924;5924",-111.484657,50.750553,"Gorgosaurus",53193,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","libratus",NA,NA,NA
"1:20",220029,"occurrence",NA,22659,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,70.6,"5924;5924",-111.484657,50.750553,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:21",220100,"occurrence",33242,22689,"Daspletosaurus horneri","species",351539,"Daspletosaurus horneri","species",351539,"Late Santonian",85.8,70.6,"62031;62031",-113.75,48.633301,"Daspletosaurus",38608,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Daspletosaurus","horneri",NA,NA,"Early Campanian"
"1:22",248618,"occurrence",NA,14616,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Lancian",70.6,66,"1987;1987",-107.383331,47.633331,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:23",256788,"occurrence",33070,24915,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,70.6,"6989;6989",-110.76667,31.666668,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:24",266837,"occurrence",NA,25658,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Middle Campanian",83.5,70.6,"7156;7156",-112.966667,48.650002,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:25",280101,"occurrence",NA,26760,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Late Maastrichtian",70.6,66,"7389;7389",-104.48333,43.049999,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:26",280102,"occurrence",NA,26760,"Nanotyrannus ? sp.","genus",53212,"Nanotyrannus","genus",53212,"Late Maastrichtian",70.6,66,"7389;7389",-104.48333,43.049999,"Nanotyrannus",53212,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Nanotyrannus","sp.",NA,"?",NA
"1:27",287916,"occurrence",NA,14557,"Albertosaurus cf. sp.","genus",38607,"Albertosaurus","genus",38607,"Lancian",70.6,66,"774;774",-104.366669,43.299999,"Albertosaurus",38607,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","sp.",NA,"cf.",NA
"1:28",288582,"occurrence",NA,14489,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Judithian",83.5,70.6,"2988;2988",-103.51667,29.316668,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:29",291021,"occurrence",NA,14640,"Tyrannosaurus cf. rex","species",54833,"Tyrannosaurus rex","species",54833,"Lancian",70.6,66,"717;717",-104.491669,40.386391,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,"cf.",NA
"1:30",343788,"occurrence",13042,32324,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Valanginian",139.8,132.9,"13526;13526",136.633331,36.166668,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:31",368114,"occurrence",NA,34826,"Albertosaurus ? sp.","genus",38607,"Albertosaurus","genus",38607,"Late Campanian",83.5,70.6,"9303;9303",-108.226997,36.285702,"Albertosaurus",38607,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","sp.",NA,"?",NA
"1:32",372844,"occurrence",13569,35289,"Albertosaurus sp.","genus",38607,"Albertosaurus","genus",38607,"Campanian",83.6,72.1,"14626;14626",-85.026665,32.164165,"Albertosaurus",38607,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","sp.",NA,NA,NA
"1:33",378108,"occurrence",NA,35707,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,70.6,"9628;9628",-103.366699,28.9,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:34",382120,"occurrence",NA,36264,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,70.6,"9723;9723",-111.573692,50.818951,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:35",382141,"occurrence",NA,36269,"Albertosaurus aff. sp.","genus",38607,"Albertosaurus","genus",38607,"Late Campanian",83.5,70.6,"9737;9737",-108.166946,36.269444,"Albertosaurus",38607,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","sp.",NA,"aff.",NA
"1:36",384549,"occurrence",NA,36608,"Daspletosaurus sp.","genus",38608,"Daspletosaurus","genus",38608,"Campanian",83.6,72.1,"9814;9814",-112.182777,47.8125,"Daspletosaurus",38608,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Daspletosaurus","sp.",NA,NA,NA
"1:37",387345,"occurrence",13844,37006,"Tarbosaurus bataar","species",57254,"Tarbosaurus bataar","species",57254,"Campanian",83.6,66,"15110;15110",100.483612,43.572498,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","bataar",NA,NA,"Maastrichtian"
"1:38",387347,"occurrence",NA,37007,"Tarbosaurus sp.","genus",53224,"Tarbosaurus","genus",53224,"Campanian",83.6,66,"9901;9901",100.374809,43.44128,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","sp.",NA,NA,"Maastrichtian"
"1:39",387360,"occurrence",10605,37011,"Tarbosaurus bataar","species",57254,"Tarbosaurus bataar","species",57254,"Campanian",83.6,66,"9900;9900",100.363052,43.481945,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","bataar",NA,NA,"Maastrichtian"
"1:40",387400,"occurrence",NA,37020,"Tarbosaurus bataar","species",57254,"Tarbosaurus bataar","species",57254,"Campanian",83.6,66,"9899;9899",100.456665,43.601665,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","bataar",NA,NA,"Maastrichtian"
"1:41",393081,"occurrence",34724,37811,"Albertosaurus periculosus n. sp.","species",65691,"Tarbosaurus bataar","species",57254,"Late Maastrichtian",70.6,66,"10082;10082",130.449997,48.883331,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","periculosus","n. sp.",NA,NA
"1:42",395224,"occurrence",NA,38023,"Tarbosaurus bataar","species",57254,"Tarbosaurus bataar","species",57254,"Campanian",83.6,66,"9900;9900",101.029724,43.518055,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","bataar",NA,NA,"Maastrichtian"
"1:43",395225,"occurrence",13846,38024,"Tarbosaurus bataar","species",57254,"Tarbosaurus bataar","species",57254,"Campanian",83.6,66,"15110;15110",100.441391,43.581669,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","bataar",NA,NA,"Maastrichtian"
"1:44",395227,"occurrence",10566,37010,"Tarbosaurus sp.","genus",53224,"Tarbosaurus","genus",53224,"Campanian",83.6,66,"9900;9900",101.052498,43.502499,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","sp.",NA,NA,"Maastrichtian"
"1:45",396125,"occurrence",NA,38078,"Tyrannosaurus sp.","genus",38613,"Tyrannosaurus","genus",38613,"Maastrichtian",72.1,66,"10219;10219",44.0592,48.625599,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","sp.",NA,NA,NA
"1:46",396865,"occurrence",18100,38134,"Tarbosaurus cf. sp.","genus",53224,"Tarbosaurus","genus",53224,"Late Maastrichtian",70.6,66,"17707;17707",130.859451,49.082779,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","sp.",NA,"cf.",NA
"1:47",401751,"occurrence",18008,38544,"Aublysodon molnaris n. sp.","species",57107,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"10350;10350",-107.083,47.536201,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Aublysodon","molnaris","n. sp.",NA,NA
"1:48",403412,"occurrence",10596,38696,"Tarbosaurus sp.","genus",53224,"Tarbosaurus","genus",53224,"Campanian",83.6,66,"9900;9900",100.48333,43.566666,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","sp.",NA,NA,"Maastrichtian"
"1:49",403438,"occurrence",32660,38702,"Tarbosaurus bataar","species",57254,"Tarbosaurus bataar","species",57254,"Campanian",83.6,66,"59835;59835",100.456108,43.603058,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","bataar",NA,NA,"Maastrichtian"
"1:50",403441,"occurrence",13842,38703,"Tarbosaurus sp.","genus",53224,"Tarbosaurus","genus",53224,"Campanian",83.6,66,"9900;9900",100.374809,43.441261,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","sp.",NA,NA,"Maastrichtian"
"1:51",457806,"occurrence",NA,45098,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"11749;11749",-103.9617,45.948799,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:52",457816,"occurrence",NA,45099,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"11749;11749",-103.9617,45.948799,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:53",457841,"occurrence",NA,14610,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Lancian",70.6,66,"11749;11749",-103.300003,46.099998,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:54",457862,"occurrence",NA,45102,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"11749;11749",-103.753899,45.977699,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:55",457881,"occurrence",NA,45109,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"11749;11749",-103.766899,46.026402,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:56",457902,"occurrence",NA,45111,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"11749;11749",-103.766899,46.026402,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:57",457914,"occurrence",NA,45112,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"11749;11749",-103.766899,46.026402,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:58",457927,"occurrence",NA,45114,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"11749;11749",-103.766899,46.026402,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:59",457946,"occurrence",NA,45118,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"11749;11749",-103.766899,46.026402,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:60",457975,"occurrence",NA,45126,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"11749;11749",-103.795403,46.136902,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:61",457986,"occurrence",NA,45128,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"11749;11749",-103.939697,46.406399,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:62",458111,"occurrence",NA,45136,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"11749;11749",-103.964401,46.381901,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:63",458207,"occurrence",NA,45138,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"11749;11749",-103.0233,46.449799,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:64",458213,"occurrence",NA,45141,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"11749;11749",-104.0233,46.464298,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:65",458258,"occurrence",NA,45144,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"11749;11749",-103.897903,46.334,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:66",458288,"occurrence",NA,45145,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"11749;11749",-103.897903,46.334,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:67",458292,"occurrence",NA,45146,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"11749;11749",-103.897903,46.334,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:68",459344,"occurrence",NA,45240,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Middle Campanian",83.5,70.6,"5929;5929",-111.511536,50.752384,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:69",459503,"occurrence",NA,45260,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,70.6,"5929;5929",-111.480057,50.737049,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:70",459528,"occurrence",NA,45261,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,70.6,"5929;5929",-111.458488,50.749004,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:71",459584,"occurrence",NA,45264,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,70.6,"5929;5929",-111.502129,50.747658,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:72",459864,"occurrence",NA,45299,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"11749;11749",-104.002403,46.464298,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:73",459975,"occurrence",NA,45312,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"11749;11749",-104.002403,46.464298,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:74",460445,"occurrence",NA,45381,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"11749;11749",-103.897903,46.3629,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:75",460473,"occurrence",NA,45388,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"11749;11749",-103.946098,45.93903,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:76",460480,"occurrence",NA,45389,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"11749;11749",-103.946098,45.93903,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:77",460503,"occurrence",NA,45390,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"11749;11749",-103.946098,45.93903,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:78",461733,"occurrence",NA,45560,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Middle Campanian",83.5,70.6,"11964;11964",-111.138977,50.068684,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:79",461780,"occurrence",NA,45561,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Middle Campanian",83.5,70.6,"11964;11964",-110.872475,49.127655,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:80",461843,"occurrence",NA,45564,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Middle Campanian",83.5,70.6,"11964;11964",-110.874527,49.12788,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:81",461880,"occurrence",NA,45565,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Middle Campanian",83.5,70.6,"11964;11964",-110.938988,49.098022,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
