"","occurrence_no","record_type","reid_no","collection_no","taxon_name","taxon_rank","taxon_no","matched_name","matched_rank","matched_no","early_interval","early_age","late_age","reference_no","lng","lat","genus","genus_no","family","family_no","order","order_no","class","class_no","phylum","phylum_no","genus_name","species_name","species_reso","genus_reso","late_interval"
"1:242",828882,"occurrence",NA,91376,"Albertosaurus cf. sp.","genus",38607,"Albertosaurus","genus",38607,"Late Campanian",83.5,70.6,"30751;30751",-109.790428,31.124395,"Albertosaurus",38607,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","sp.",NA,"cf.",NA
"1:243",828885,"occurrence",NA,91377,"Albertosaurus cf. sp.","genus",38607,"Albertosaurus","genus",38607,"Late Campanian",83.5,70.6,"30751;30751",-109.790428,31.124395,"Albertosaurus",38607,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","sp.",NA,"cf.",NA
"1:244",831097,"occurrence",NA,91909,"Alioramus n. gen. remotus n. sp.","species",57259,"Alioramus remotus","species",57259,"Maastrichtian",72.1,66,"19316;19316",99,43,"Alioramus",38609,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Alioramus","remotus","n. sp.","n. gen.",NA
"1:245",831099,"occurrence",NA,91909,"Tarbosaurus sp.","genus",53224,"Tarbosaurus","genus",53224,"Maastrichtian",72.1,66,"19316;19316",99,43,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","sp.",NA,NA,NA
"1:246",843895,"occurrence",NA,61843,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Campanian",83.6,72.1,"15024;15024",-112.276108,47.990002,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:247",848407,"occurrence",NA,94370,"Albertosaurus sp.","genus",38607,"Albertosaurus","genus",38607,"Early Maastrichtian",70.6,66,"4218;4218",-112.673378,51.455544,"Albertosaurus",38607,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","sp.",NA,NA,NA
"1:248",867600,"occurrence",30560,22699,"Albertosaurinae cf. indet.","subfamily",67658,"Albertosaurinae","subfamily",67658,"Late Campanian",83.5,70.6,"32668;32668",-119.108101,55.0639,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurinae","indet.",NA,"cf.",NA
"1:249",876919,"occurrence",NA,97297,"Yezosaurus n. gen. mikasaensis n. sp.","species",169802,"Yezosaurus mikasaensis","species",169802,"Late Santonian",85.8,83.5,"33186;33186",142.017624,43.203636,"Yezosaurus",169801,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Yezosaurus","mikasaensis","n. sp.","n. gen.",NA
"1:250",880109,"occurrence",NA,97614,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Cretaceous",100.5,66,"33320;33320",88.699997,46.400002,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:251",880112,"occurrence",NA,97615,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Cretaceous",100.5,66,"33320;33320",87.834999,45.593609,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:252",894619,"occurrence",NA,99139,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,70.6,"34097;34097",-103.33667,28.921389,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:253",895806,"occurrence",NA,99337,"Tyrannosauridae ? indet.","family",38606,"Tyrannosauridae","family",38606,"Barremian",129.4,113,"34155;34155",102.733299,14.866667,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,"?","Aptian"
"1:254",899622,"occurrence",31147,100266,"Tarbosaurus sp.","genus",53224,"Tarbosaurus","genus",53224,"Late Campanian",83.5,66,"34415;34415",100.01667,43.866669,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","sp.",NA,NA,"Early Maastrichtian"
"1:255",899629,"occurrence",NA,100268,"Tarbosaurus sp.","genus",53224,"Tarbosaurus","genus",53224,"Late Campanian",83.5,66,"34415;34415",99.98333,43.816666,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","sp.",NA,NA,"Early Maastrichtian"
"1:256",901632,"occurrence",NA,58156,"Laelaps falculus n. sp.","species",54477,"Gorgosaurus libratus","species",53194,"Middle Campanian",83.5,70.6,"15650;15650",-108.947662,47.772209,"Gorgosaurus",53193,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Laelaps","falculus","n. sp.",NA,"Late Campanian"
"1:257",933527,"occurrence",NA,96815,"Zhuchengtyrannus n. gen. magnus n. sp.","species",182141,"Zhuchengtyrannus magnus","species",182141,"Campanian",83.6,72.1,"35717;35717",120.984718,37.465832,"Zhuchengtyrannus",182140,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Zhuchengtyrannus","magnus","n. sp.","n. gen.",NA
"1:258",937809,"occurrence",NA,55258,"Tarbosaurus sp.","genus",53224,"Tarbosaurus","genus",53224,"Maastrichtian",72.1,66,"53759;53759",99.833054,43.474724,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","sp.",NA,NA,NA
"1:259",962978,"occurrence",NA,113009,"Alioramus altai n. sp.","species",176782,"Alioramus altai","species",176782,"Maastrichtian",72.1,66,"36719;36719",100.386108,43.469444,"Alioramus",38609,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Alioramus","altai","n. sp.",NA,NA
"1:260",1009867,"occurrence",NA,55324,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Campanian",83.6,72.1,"39426;39426",-112.582832,47.634678,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:261",1035270,"occurrence",NA,126797,"Tarbosaurus sp.","genus",53224,"Tarbosaurus","genus",53224,"Late Campanian",83.5,66,"29188;29188",100.010002,43.869446,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","sp.",NA,NA,"Early Maastrichtian"
"1:262",1058749,"occurrence",NA,127679,"Tarbosaurus sp.","genus",53224,"Tarbosaurus","genus",53224,"Late Campanian",83.5,66,"42289;42289",99.976669,43.816387,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","sp.",NA,NA,"Early Maastrichtian"
"1:263",1058785,"occurrence",NA,127670,"Tarbosaurus sp.","genus",53224,"Tarbosaurus","genus",53224,"Late Campanian",83.5,66,"42291;42291",100.140282,43.852501,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","sp.",NA,NA,"Early Maastrichtian"
"1:264",1058798,"occurrence",NA,127674,"Tarbosaurus sp.","genus",53224,"Tarbosaurus","genus",53224,"Campanian",83.6,66,"53759;53759",100.457779,43.597221,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","sp.",NA,NA,"Maastrichtian"
"1:265",1058800,"occurrence",NA,127681,"Tarbosaurus sp.","genus",53224,"Tarbosaurus","genus",53224,"Maastrichtian",72.1,66,"42289;42289",100.359718,43.482777,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","sp.",NA,NA,NA
"1:266",1058830,"occurrence",NA,108344,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,66,"42294;42294",102.669724,44.071945,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,"Early Maastrichtian"
"1:267",1081357,"occurrence",NA,135739,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Early Maastrichtian",70.6,66,"43426;43426",-112.883331,51.995834,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:268",1081374,"occurrence",NA,135740,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Early Maastrichtian",70.6,66,"43426;43426",-112.883331,51.995834,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:269",1081395,"occurrence",NA,135741,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Early Maastrichtian",70.6,66,"43426;43426",-112.883331,51.995834,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:270",1093006,"occurrence",NA,137590,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Albian",105.3,93.9,"44003;44003",-112.59861,44.537224,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,"Cenomanian"
"1:271",1093504,"occurrence",NA,137722,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Lancian",70.6,66,"42536;42536",-103.50222,46.413055,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:272",1093548,"occurrence",NA,137728,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Lancian",70.6,66,"42536;42536",-103.50222,46.413055,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:273",1093822,"occurrence",NA,137833,"Teratophoneus n. gen. curriei n. sp.","species",176781,"Teratophoneus curriei","species",176781,"Late Campanian",83.5,70.6,"35113;35113",-111.53196,37.451607,"Teratophoneus",176780,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Teratophoneus","curriei","n. sp.","n. gen.",NA
"1:274",1117992,"occurrence",NA,141916,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,70.6,"46099;46099",-109.440399,39.136398,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:275",1123288,"occurrence",NA,142325,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"46207;46207",-104.494812,43.422287,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:276",1123289,"occurrence",NA,142326,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Maastrichtian",72.1,66,"46207;46207",-104.192398,45.482071,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:277",1125679,"occurrence",NA,142753,"Tyrannosaurus ? sp.","genus",38613,"Tyrannosaurus","genus",38613,"Maastrichtian",72.1,66,"46330;46330",-105.240425,45.349419,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","sp.",NA,"?",NA
"1:278",1130855,"occurrence",NA,143831,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Cretaceous",100.5,66,"30640;30640",-102.712074,18.991512,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:279",1134799,"occurrence",NA,68004,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,70.6,"46717;46717",-103.169876,29.104792,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:280",1174049,"occurrence",NA,151416,"Tyrannosaurinae indet.","subfamily",65352,"Tyrannosaurinae","subfamily",65352,"Judithian",83.5,70.6,"48379;48379",-103.637131,29.225201,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurinae","indet.",NA,NA,NA
"1:281",1179394,"occurrence",NA,14526,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Lancian",70.6,66,"48569;48569",-108.853798,44.935799,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:282",1180434,"occurrence",30801,106277,"Gorgosaurus sp.","genus",53193,"Gorgosaurus","genus",53193,"Campanian",83.6,72.1,"48791;48791",-78.45417,34.554169,"Gorgosaurus",53193,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Gorgosaurus","sp.",NA,NA,NA
"1:283",1182430,"occurrence",NA,152403,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Middle Campanian",83.5,70.6,"49055;49055",-113.8871,53.344898,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,"Late Campanian"
"1:284",1186232,"occurrence",NA,152248,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"15259;15259",-110.602501,46.885277,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:285",1197954,"occurrence",NA,154923,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,70.6,"50455;50455",-115.73333,30.049999,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:286",1199943,"occurrence",NA,155214,"Tyrannosaurus sp.","genus",38613,"Tyrannosaurus","genus",38613,"Maastrichtian",72.1,66,"50612;50612",-109,31,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","sp.",NA,NA,NA
"1:287",1199944,"occurrence",NA,155214,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Maastrichtian",72.1,66,"50612;50612",-109,31,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:288",1204592,"occurrence",NA,84301,"Lythronax n. gen. argestes n. sp.","species",294660,"Lythronax argestes","species",294660,"Early Campanian",83.5,70.6,"51074;51074",-111.646667,37.191113,"Lythronax",294659,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Lythronax","argestes","n. sp.","n. gen.",NA
"1:289",1204594,"occurrence",NA,155992,"Teratophoneus curriei","species",176781,"Teratophoneus curriei","species",176781,"Late Campanian",83.5,70.6,"51074;51074",-111.735558,37.493057,"Teratophoneus",176780,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Teratophoneus","curriei",NA,NA,NA
"1:290",1204823,"occurrence",NA,147070,"Qianzhousaurus n. gen. sinensis n. sp.","species",294803,"Alioramus sinensis","species",351540,"Maastrichtian",72.1,66,"51099;51099",114.806389,25.729168,"Alioramus",38609,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Qianzhousaurus","sinensis","n. sp.","n. gen.",NA
"1:291",1205117,"occurrence",NA,156122,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Maastrichtian",72.1,66,"51105;51105",-103.159576,29.438757,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:292",1210694,"occurrence",NA,157187,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Late Maastrichtian",70.6,66,"51520;51520",-106.255913,47.732971,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:293",1210695,"occurrence",NA,157188,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Late Maastrichtian",70.6,66,"51520;51520",-114.106903,49.607498,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:294",1210698,"occurrence",NA,157189,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Late Maastrichtian",70.6,66,"51520;51520",-101.96788,45.053665,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:295",1211890,"occurrence",NA,69801,"Tarbosaurus bataar","species",57254,"Tarbosaurus bataar","species",57254,"Maastrichtian",72.1,66,"4373;4373",99.599998,43.540001,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","bataar",NA,NA,NA
"1:296",1220179,"occurrence",30214,64144,"Tyrannosaurus turpanensis n. sp.","species",68319,"Tyrannosaurus turpanensis","species",68319,"Campanian",83.6,66,"52140;52140",89.85601,42.821259,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","turpanensis","n. sp.",NA,"Maastrichtian"
"1:297",1231958,"occurrence",NA,162145,"Daspletosaurus n. sp. informal","genus",38608,"Daspletosaurus","genus",38608,"Late Campanian",83.5,70.6,"52782;52782",-111.787903,50.844299,"Daspletosaurus",38608,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Daspletosaurus","n. sp.","informal",NA,NA
"1:298",1231993,"occurrence",NA,60364,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Campanian",83.6,72.1,"52782;52782",-112.205559,49.286388,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:299",1237023,"occurrence",NA,162855,"Tyrannosaurus sp.","genus",38613,"Tyrannosaurus","genus",38613,"Late Maastrichtian",70.6,66,"53020;53020",-107,47.599998,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","sp.",NA,NA,NA
"1:300",1237864,"occurrence",NA,161248,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Maastrichtian",72.1,66,"52782;52782",-119.564003,54.976601,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:301",1252907,"occurrence",NA,165581,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Cenomanian",99.6,89.3,"54138;54138",136.766663,35.950001,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,"Early Turonian"
"1:302",1259983,"occurrence",NA,167421,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Early Campanian",83.5,70.6,"25625;25625",-110.930191,38.067699,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:303",1259999,"occurrence",NA,167424,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Early Campanian",83.5,70.6,"25625;25625",-110.937149,38.054001,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:304",1260170,"occurrence",NA,167468,"Gorgosaurus cf. sp.","genus",53193,"Gorgosaurus","genus",53193,"Late Campanian",83.5,70.6,"54639;54639",-110.916664,45.983334,"Gorgosaurus",53193,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Gorgosaurus","sp.",NA,"cf.",NA
"1:305",1260408,"occurrence",NA,167489,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Early Campanian",83.5,70.6,"25625;25625",-111.004692,38.083885,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:306",1260843,"occurrence",NA,167519,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Middle Campanian",83.5,70.6,"25625;25625",-110.970757,38.002789,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:307",1260862,"occurrence",NA,167521,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Middle Campanian",83.5,70.6,"25625;25625",-110.970406,38.006912,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:308",1263362,"occurrence",NA,167797,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Campanian",83.6,66,"54846;54846",-113.014297,49.426151,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,"Maastrichtian"
"1:309",1263402,"occurrence",NA,167801,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Middle Campanian",83.5,70.6,"54849;54849",-108.001099,46.760025,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,"Late Campanian"
"1:310",1263411,"occurrence",NA,167802,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Middle Campanian",83.5,70.6,"54849;54849",-108.001099,46.760025,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,"Late Campanian"
"1:311",1264444,"occurrence",NA,163050,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,66,"54952;54952",-119.526016,55.08131,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,"Early Maastrichtian"
"1:312",1264558,"occurrence",NA,167986,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Middle Campanian",83.5,70.6,"54972;54972",-111.463272,50.741028,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,"Late Campanian"
"1:313",1266041,"occurrence",NA,22653,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Campanian",83.6,72.1,"55072;55072",-113.75,48.633301,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:314",1266136,"occurrence",NA,91473,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Campanian",83.6,72.1,"55080;55080",119.409943,35.995598,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:315",1267119,"occurrence",NA,127682,"Tarbosaurus sp.","genus",53224,"Tarbosaurus","genus",53224,"Maastrichtian",72.1,66,"55060;55060",100.46167,43.483891,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","sp.",NA,NA,NA
"1:316",1269336,"occurrence",NA,55254,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Cenomanian",100.5,83.6,"42289;42289",107.764168,43.5,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,"Santonian"
"1:317",1269345,"occurrence",NA,168809,"Tarbosaurus sp.","genus",53224,"Tarbosaurus","genus",53224,"Maastrichtian",72.1,66,"42289;42289",101.050003,43.501667,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","sp.",NA,NA,NA
"1:318",1269349,"occurrence",NA,168810,"Tarbosaurus sp.","genus",53224,"Tarbosaurus","genus",53224,"Maastrichtian",72.1,66,"42289;42289",101.050003,43.501667,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","sp.",NA,NA,NA
"1:319",1269836,"occurrence",NA,127671,"Tarbosaurus sp.","genus",53224,"Tarbosaurus","genus",53224,"Maastrichtian",72.1,66,"42289;42289",100.503891,43.598057,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","sp.",NA,NA,NA
"1:320",1310949,"occurrence",NA,175972,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Maastrichtian",72.1,66,"57703;57703",-105.854446,42.882778,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:321",1320156,"occurrence",NA,48327,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Maastrichtian",72.1,66,"58665;58665",-109.177498,44.094166,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:322",1328244,"occurrence",NA,178689,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Maastrichtian",72.1,66,"14794;14794",109.901367,33.65221,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
