"","occurrence_no","record_type","collection_no","taxon_name","taxon_rank","taxon_no","matched_name","matched_rank","matched_no","early_interval","early_age","late_age","reference_no","lng","lat","family","family_no","order","order_no","class","class_no","phylum","phylum_no","genus_name","species_name","genus","genus_no","reid_no","genus_reso","late_interval","species_reso"
"1:1",144305,"occurrence",10760,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Late Maastrichtian",70.6,66,"4002;4002",21.049999,46.116669,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,NA,NA
"1:2",220011,"occurrence",22657,"Velociraptor sp.","genus",38564,"Velociraptor","genus",38564,"Late Campanian",83.5,70.6,"5721;5721",-111.524582,50.727234,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Velociraptor","sp.","Velociraptor",38564,NA,NA,NA,NA
"1:3",220090,"occurrence",22685,"Velociraptor mongoliensis","species",54554,"Velociraptor mongoliensis","species",54554,"Late Campanian",83.5,70.6,"63431;63431",103.333336,44.25,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Velociraptor","mongoliensis","Velociraptor",38564,NA,NA,NA,NA
"1:4",220191,"occurrence",22713,"Dromaeosauridae cf. indet.","family",38561,"Dromaeosauridae","family",38561,"Aptian",125,113,"7600;7600",-98.476303,31.9722,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,13289,"cf.",NA,NA
"1:5",248041,"occurrence",14462,"Dromaeosaurus albertensis","species",54550,"Dromaeosaurus albertensis","species",54550,"Middle Campanian",83.5,70.6,"13591;13591",-109.297203,46.465099,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosaurus","albertensis","Dromaeosaurus",38566,13131,NA,"Late Campanian",NA
"1:6",248042,"occurrence",14462,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Middle Campanian",83.5,70.6,"13591;13591",-109.297203,46.465099,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,13132,NA,"Late Campanian",NA
"1:7",248044,"occurrence",14462,"Richardoestesia gilmorei","species",58874,"Richardoestesia gilmorei","species",58874,"Middle Campanian",83.5,70.6,"13591;13591",-109.297203,46.465099,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","gilmorei","Richardoestesia",58873,13134,NA,"Late Campanian",NA
"1:8",248060,"occurrence",14437,"Dromaeosaurus albertensis","species",54550,"Dromaeosaurus albertensis","species",54550,"Middle Campanian",83.5,70.6,"13752;13752",-109.900002,46.200001,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosaurus","albertensis","Dromaeosaurus",38566,NA,NA,"Late Campanian",NA
"1:9",248061,"occurrence",14437,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Middle Campanian",83.5,70.6,"13752;13752",-109.900002,46.200001,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,"Late Campanian",NA
"1:10",248063,"occurrence",14437,"Richardoestesia gilmorei","species",58874,"Richardoestesia gilmorei","species",58874,"Middle Campanian",83.5,70.6,"13752;13752",-109.900002,46.200001,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","gilmorei","Richardoestesia",58873,NA,NA,"Late Campanian",NA
"1:11",256913,"occurrence",24924,"Saurornitholestes cf. sp.","genus",38567,"Saurornitholestes","genus",38567,"Early Campanian",83.5,70.6,"4308;4308",-107.199997,35.700001,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,"cf.",NA,NA
"1:12",266833,"occurrence",25658,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Middle Campanian",83.5,70.6,"17718;17718",-112.966667,48.650002,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,18107,NA,NA,NA
"1:13",280103,"occurrence",26760,"Saurornitholestes ? sp.","genus",38567,"Saurornitholestes","genus",38567,"Late Maastrichtian",70.6,66,"7389;7389",-104.48333,43.049999,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,"?",NA,NA
"1:14",280104,"occurrence",26760,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Late Maastrichtian",70.6,66,"7389;7389",-104.48333,43.049999,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,NA,NA
"1:15",280105,"occurrence",26760,"Dromaeosaurus ? sp.","genus",38566,"Dromaeosaurus","genus",38566,"Late Maastrichtian",70.6,66,"7389;7389",-104.48333,43.049999,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosaurus","sp.","Dromaeosaurus",38566,NA,"?",NA,NA
"1:16",284147,"occurrence",27017,"Utahraptor n. gen. ostrommaysi n. sp.","species",66450,"Utahraptor ostrommaysi","species",66450,"Barremian",129.4,125,"7471;7471",-109.567902,38.826099,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Utahraptor","ostrommaysi","Utahraptor",54557,NA,"n. gen.",NA,"n. sp."
"1:17",284613,"occurrence",27025,"Utahraptor ostrommaysi","species",66450,"Utahraptor ostrommaysi","species",66450,"Early Aptian",125.45,122.46,"14740;14740",-109.691666,38.718056,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Utahraptor","ostrommaysi","Utahraptor",54557,NA,NA,NA,NA
"1:18",288584,"occurrence",14489,"Saurornitholestes langstoni cf.","species",54556,"Saurornitholestes langstoni","species",54556,"Judithian",83.5,70.6,"11752;11752",-103.51667,29.316668,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,18757,NA,NA,"cf."
"1:19",288586,"occurrence",14489,"Richardoestesia gilmorei cf.","species",58874,"Richardoestesia gilmorei","species",58874,"Judithian",83.5,70.6,"11752;11752",-103.51667,29.316668,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","gilmorei","Richardoestesia",58873,18759,NA,NA,"cf."
"1:20",289602,"occurrence",14408,"Dromaeosauridae cf. indet.","family",38561,"Dromaeosauridae","family",38561,"Aptian",125,113,"7600;7600",-97.907219,32.270557,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,"cf.",NA,NA
"1:21",291020,"occurrence",14640,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Lancian",70.6,66,"717;717",-104.491669,40.386391,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,NA,NA
"1:22",292865,"occurrence",27894,"Velociraptorinae indet.","subfamily",54553,"Velociraptorinae","subfamily",54553,"Late Maastrichtian",70.6,66,"7650;7650",22.883333,45.566666,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Velociraptorinae","indet.",NA,NA,NA,NA,NA,NA
"1:23",292868,"occurrence",27894,"Richardoestesia cf. sp.","genus",58873,"Richardoestesia","genus",58873,"Late Maastrichtian",70.6,66,"7650;7650",22.883333,45.566666,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,"cf.",NA,NA
"1:24",297282,"occurrence",28454,"Variraptor n. gen. mechinorum n. sp.","species",65136,"Variraptor mechinorum","species",65136,"Late Campanian",83.5,70.6,"7840;7840",6.106141,43.606697,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Variraptor","mechinorum","Variraptor",65135,NA,"n. gen.",NA,"n. sp."
"1:25",297290,"occurrence",28455,"Variraptor mechinorum","species",65136,"Variraptor mechinorum","species",65136,"Late Campanian",83.5,66,"7840;7840",5.565626,43.534836,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Variraptor","mechinorum","Variraptor",65135,10227,NA,"Early Maastrichtian",NA
"1:26",298933,"occurrence",28406,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Late Campanian",83.5,70.6,"9559;9559",-2.634513,42.664555,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,10513,NA,NA,NA
"1:27",301076,"occurrence",28401,"Nuthetes cf. destructor","species",66817,"Nuthetes destructor","species",66817,"Middle Berriasian",145,140.2,"8336;8336",-1.966667,50.599998,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Nuthetes","destructor","Nuthetes",66532,NA,"cf.",NA,NA
"1:28",301109,"occurrence",28995,"Nuthetes cf. destructor","species",66817,"Nuthetes destructor","species",66817,"Middle Berriasian",145,140.2,"8338;8338",-1.966667,50.599998,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Nuthetes","destructor","Nuthetes",66532,NA,"cf.",NA,NA
"1:29",343787,"occurrence",32324,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Valanginian",139.8,132.9,"13526;13526",136.633331,36.166668,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,13041,NA,NA,NA
"1:30",362179,"occurrence",34305,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Late Campanian",83.5,70.6,"9017;9017",-110.470001,49.119999,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:31",362355,"occurrence",34307,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Late Campanian",83.5,70.6,"9017;9017",-110.470001,49.119999,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:32",362396,"occurrence",34309,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Late Campanian",83.5,70.6,"9017;9017",-110.470001,49.119999,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:33",362681,"occurrence",34315,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Late Campanian",83.5,70.6,"9017;9017",-110.470001,49.119999,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:34",362795,"occurrence",34320,"Richardoestesia gilmorei","species",58874,"Richardoestesia gilmorei","species",58874,"Late Campanian",83.5,70.6,"9017;9017",-110.470001,49.119999,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","gilmorei","Richardoestesia",58873,NA,NA,NA,NA
"1:35",367439,"occurrence",34746,"Deinonychus antirrhopus","species",54555,"Deinonychus antirrhopus","species",54555,"Aptian",125,100.5,"9233;9233",-108.162003,45.438999,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Deinonychus","antirrhopus","Deinonychus",38562,NA,NA,"Albian",NA
"1:36",378106,"occurrence",35707,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Late Campanian",83.5,70.6,"9628;9628",-103.366699,28.9,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,NA,NA
"1:37",382142,"occurrence",36269,"Saurornitholestes cf. sp.","genus",38567,"Saurornitholestes","genus",38567,"Late Campanian",83.5,70.6,"9737;9737",-108.166946,36.269444,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,"cf.",NA,NA
"1:38",382985,"occurrence",36449,"Dromaeosauridae ? indet.","family",38561,"Dromaeosauridae","family",38561,"Late Campanian",83.5,70.6,"9765;9765",-108.486115,36.486111,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,"?",NA,NA
"1:39",384547,"occurrence",36608,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Campanian",83.6,72.1,"9814;9814",-112.182777,47.8125,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:40",385559,"occurrence",36725,"Dromaeosauridae cf. indet. 1 informal","family",38561,"Dromaeosauridae","family",38561,"Early Maastrichtian",70.6,66,"17618;17618",1.011,41.124001,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet. 1",NA,NA,18028,"cf.",NA,"informal"
"1:41",385560,"occurrence",36725,"Dromaeosauridae ? indet.","family",38561,"Dromaeosauridae","family",38561,"Early Maastrichtian",70.6,66,"56091;56091",1.011,41.124001,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,31683,"?",NA,NA
"1:42",385561,"occurrence",36726,"Dromaeosauridae ? indet.","family",38561,"Dromaeosauridae","family",38561,"Early Maastrichtian",70.6,66,"56091;56091",1.2667,41.366699,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,31684,"?",NA,NA
"1:43",385563,"occurrence",36727,"Pyroraptor ? olympius","species",65134,"Pyroraptor olympius","species",65134,"Late Campanian",83.5,66,"56091;56091",-0.22,42.049999,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Pyroraptor","olympius","Pyroraptor",65133,31685,"?","Early Maastrichtian",NA
"1:44",385564,"occurrence",36727,"Richardoestesia ? sp.","genus",58873,"Richardoestesia","genus",58873,"Late Campanian",83.5,66,"56091;56091",-0.22,42.049999,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,31681,"?","Early Maastrichtian",NA
"1:45",385571,"occurrence",36728,"Richardoestesia ? sp.","genus",58873,"Richardoestesia","genus",58873,"Late Maastrichtian",70.6,66,"56091;56091",1.22,42.529999,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,31682,"?",NA,NA
"1:46",385575,"occurrence",36731,"Richardoestesia cf. sp.","genus",58873,"Richardoestesia","genus",58873,"Late Maastrichtian",70.6,66,"9837;9837",0.955962,42.161762,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,"cf.",NA,NA
"1:47",389058,"occurrence",37184,"Velociraptor mongoliensis","species",54554,"Velociraptor mongoliensis","species",54554,"Campanian",83.6,72.1,"5757;5757",100.901947,43.664444,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Velociraptor","mongoliensis","Velociraptor",38564,NA,NA,NA,NA
"1:48",389059,"occurrence",37184,"Velociraptor cf. sp.","genus",38564,"Velociraptor","genus",38564,"Campanian",83.6,72.1,"5757;5757",100.901947,43.664444,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Velociraptor","sp.","Velociraptor",38564,NA,"cf.",NA,NA
"1:49",392712,"occurrence",22689,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Late Santonian",85.8,70.6,"9812;9812",-113.75,48.633301,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,"Early Campanian",NA
"1:50",392713,"occurrence",22689,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Late Santonian",85.8,70.6,"9812;9812",-113.75,48.633301,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,"Early Campanian",NA
"1:51",392714,"occurrence",22689,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Late Santonian",85.8,70.6,"9812;9812",-113.75,48.633301,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,"Early Campanian",NA
"1:52",393102,"occurrence",22659,"Dromaeosaurus albertensis","species",54550,"Dromaeosaurus albertensis","species",54550,"Late Campanian",83.5,70.6,"10086;10086",-111.484657,50.750553,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosaurus","albertensis","Dromaeosaurus",38566,NA,NA,NA,NA
"1:53",393103,"occurrence",22659,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Late Campanian",83.5,70.6,"10086;10086",-111.484657,50.750553,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:54",396866,"occurrence",38134,"Dromaeosaurus cf. sp.","genus",38566,"Dromaeosaurus","genus",38566,"Late Maastrichtian",70.6,66,"17707;17707",130.859451,49.082779,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosaurus","sp.","Dromaeosaurus",38566,18101,"cf.",NA,NA
"1:55",401722,"occurrence",38540,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Late Aptian",122.46,109,"41603;41603",143.58194,-38.835835,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,26882,NA,"Early Albian",NA
"1:56",403020,"occurrence",38677,"Richardoestesia cf. sp.","genus",58873,"Richardoestesia","genus",58873,"Late Campanian",83.5,70.6,"10378;10378",0.9,42.166672,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,"cf.",NA,NA
"1:57",403032,"occurrence",38682,"Velociraptorinae indet.","subfamily",54553,"Velociraptorinae","subfamily",54553,"Campanian",83.6,66,"10388;10388",31.145,16.695,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Velociraptorinae","indet.",NA,NA,18822,NA,"Maastrichtian",NA
"1:58",403033,"occurrence",38682,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Campanian",83.6,66,"10383;10383",31.145,16.695,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,"Maastrichtian",NA
"1:59",403133,"occurrence",24563,"Richardoestesia cf. sp.","genus",58873,"Richardoestesia","genus",58873,"Kimmeridgian",157.3,152.1,"17410;17410",-8.8,39.700001,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,"cf.",NA,NA
"1:60",403134,"occurrence",24563,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Kimmeridgian",157.3,152.1,"10386;10386",-8.8,39.700001,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,17997,NA,NA,NA
"1:61",403135,"occurrence",24563,"Velociraptorinae indet.","subfamily",54553,"Velociraptorinae","subfamily",54553,"Kimmeridgian",157.3,152.1,"17410;17410",-8.8,39.700001,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Velociraptorinae","indet.",NA,NA,NA,NA,NA,NA
"1:62",410872,"occurrence",39680,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Barremian",129.4,113,"8702;8702",87.957779,55.903332,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,"Aptian",NA
"1:63",457807,"occurrence",45098,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Maastrichtian",72.1,66,"11749;11749",-103.9617,45.948799,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:64",457809,"occurrence",45098,"Richardoestesia isosceles","species",58875,"Richardoestesia isosceles","species",58875,"Maastrichtian",72.1,66,"11749;11749",-103.9617,45.948799,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,NA
"1:65",457817,"occurrence",45099,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Maastrichtian",72.1,66,"11749;11749",-103.9617,45.948799,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:66",457819,"occurrence",45099,"Richardoestesia isosceles","species",58875,"Richardoestesia isosceles","species",58875,"Maastrichtian",72.1,66,"11749;11749",-103.9617,45.948799,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,NA
"1:67",457842,"occurrence",14610,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Lancian",70.6,66,"11749;11749",-103.300003,46.099998,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:68",457844,"occurrence",14610,"Richardoestesia isosceles","species",58875,"Richardoestesia isosceles","species",58875,"Lancian",70.6,66,"11749;11749",-103.300003,46.099998,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,NA
"1:69",457863,"occurrence",45102,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Maastrichtian",72.1,66,"11749;11749",-103.753899,45.977699,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:70",457865,"occurrence",45102,"Richardoestesia isosceles","species",58875,"Richardoestesia isosceles","species",58875,"Maastrichtian",72.1,66,"11749;11749",-103.753899,45.977699,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,NA
"1:71",457883,"occurrence",45109,"Richardoestesia isosceles","species",58875,"Richardoestesia isosceles","species",58875,"Maastrichtian",72.1,66,"11749;11749",-103.766899,46.026402,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,NA
"1:72",457892,"occurrence",45110,"Richardoestesia isosceles","species",58875,"Richardoestesia isosceles","species",58875,"Maastrichtian",72.1,66,"11749;11749",-103.766899,46.026402,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,NA
"1:73",457903,"occurrence",45111,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Maastrichtian",72.1,66,"11749;11749",-103.766899,46.026402,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:74",457905,"occurrence",45111,"Richardoestesia isosceles","species",58875,"Richardoestesia isosceles","species",58875,"Maastrichtian",72.1,66,"11749;11749",-103.766899,46.026402,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,NA
"1:75",457915,"occurrence",45112,"Richardoestesia isosceles","species",58875,"Richardoestesia isosceles","species",58875,"Maastrichtian",72.1,66,"11749;11749",-103.766899,46.026402,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,NA
"1:76",457921,"occurrence",45113,"Richardoestesia isosceles","species",58875,"Richardoestesia isosceles","species",58875,"Maastrichtian",72.1,66,"11749;11749",-103.766899,46.026402,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,NA
"1:77",457928,"occurrence",45114,"Richardoestesia isosceles","species",58875,"Richardoestesia isosceles","species",58875,"Maastrichtian",72.1,66,"11749;11749",-103.766899,46.026402,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,NA
"1:78",457947,"occurrence",45118,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Maastrichtian",72.1,66,"11749;11749",-103.766899,46.026402,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:79",457949,"occurrence",45118,"Richardoestesia isosceles","species",58875,"Richardoestesia isosceles","species",58875,"Maastrichtian",72.1,66,"11749;11749",-103.766899,46.026402,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,NA
"1:80",457958,"occurrence",45120,"Richardoestesia isosceles","species",58875,"Richardoestesia isosceles","species",58875,"Maastrichtian",72.1,66,"11749;11749",-103.766899,46.026402,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,NA
"1:81",457966,"occurrence",45122,"Richardoestesia isosceles","species",58875,"Richardoestesia isosceles","species",58875,"Maastrichtian",72.1,66,"11749;11749",-103.836998,46.180302,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,NA
