"","occurrence_no","record_type","collection_no","taxon_name","taxon_rank","taxon_no","matched_name","matched_rank","matched_no","early_interval","early_age","late_age","reference_no","lng","lat","family","family_no","order","order_no","class","class_no","phylum","phylum_no","genus_name","species_name","genus","genus_no","reid_no","genus_reso","late_interval","species_reso"
"1:400",629787,"occurrence",67873,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Late Campanian",83.5,70.6,"19348;19348",-111.304665,50.843811,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,NA,NA
"1:401",629794,"occurrence",67874,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Late Campanian",83.5,70.6,"19348;19348",-111.371368,50.757702,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:402",629796,"occurrence",67874,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Late Campanian",83.5,70.6,"19348;19348",-111.371368,50.757702,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,NA,NA
"1:403",629826,"occurrence",67877,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Late Campanian",83.5,70.6,"19348;19348",-111.468239,50.724827,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:404",629827,"occurrence",67877,"Dromaeosaurus ? sp.","genus",38566,"Dromaeosaurus","genus",38566,"Late Campanian",83.5,70.6,"19348;19348",-111.468239,50.724827,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosaurus","sp.","Dromaeosaurus",38566,NA,"?",NA,NA
"1:405",629892,"occurrence",67879,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Middle Campanian",83.5,70.6,"19348;19348",-110.910103,50.643551,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:406",629893,"occurrence",67879,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Middle Campanian",83.5,70.6,"19348;19348",-110.910103,50.643551,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,NA,NA
"1:407",629898,"occurrence",67880,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Middle Campanian",83.5,70.6,"19348;19348",-110.075409,50.73262,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:408",629917,"occurrence",67881,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Late Campanian",83.5,70.6,"19348;19348",-110.385658,51.438782,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:409",629919,"occurrence",67881,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Late Campanian",83.5,70.6,"19348;19348",-110.385658,51.438782,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,NA,NA
"1:410",629934,"occurrence",67882,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Late Campanian",83.5,70.6,"19348;19348",-110.385696,51.436085,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:411",629943,"occurrence",67883,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Late Campanian",83.5,70.6,"19348;19348",-110.388481,51.46669,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:412",629951,"occurrence",67884,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Middle Campanian",83.5,70.6,"19348;19348",-110.088921,50.73003,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:413",629971,"occurrence",67885,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Late Campanian",83.5,70.6,"19348;19348",-109.166664,52.449722,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:414",629975,"occurrence",67892,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Middle Campanian",83.5,70.6,"19348;19348",-111.408257,50.751221,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:415",629982,"occurrence",67893,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Late Campanian",83.5,70.6,"19348;19348",-111.457657,50.772888,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:416",629984,"occurrence",67893,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Late Campanian",83.5,70.6,"19348;19348",-111.457657,50.772888,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,NA,NA
"1:417",629986,"occurrence",67893,"Dromaeosaurus sp.","genus",38566,"Dromaeosaurus","genus",38566,"Late Campanian",83.5,70.6,"19348;19348",-111.457657,50.772888,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosaurus","sp.","Dromaeosaurus",38566,NA,NA,NA,NA
"1:418",629992,"occurrence",67894,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Late Campanian",83.5,70.6,"19348;19348",-111.513901,50.754761,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:419",629994,"occurrence",67894,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Late Campanian",83.5,70.6,"19348;19348",-111.513901,50.754761,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,NA,NA
"1:420",632175,"occurrence",68001,"Richardoestesia gilmorei cf.","species",58874,"Richardoestesia gilmorei","species",58874,"Late Campanian",83.5,70.6,"11752;11752",-103.169876,29.104792,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","gilmorei","Richardoestesia",58873,NA,NA,NA,"cf."
"1:421",632176,"occurrence",68001,"Saurornitholestinae indet.","subfamily",143992,"Saurornitholestinae","subfamily",143992,"Late Campanian",83.5,70.6,"48570;48570",-103.169876,29.104792,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestinae","indet.",NA,NA,29226,NA,NA,NA
"1:422",632177,"occurrence",68001,"Richardoestesia isosceles","species",58875,"Richardoestesia isosceles","species",58875,"Late Campanian",83.5,70.6,"19433;19433",-103.169876,29.104792,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,NA
"1:423",632183,"occurrence",68002,"Saurornitholestes langstoni cf.","species",54556,"Saurornitholestes langstoni","species",54556,"Late Campanian",83.5,70.6,"11752;11752",-103.169876,29.104792,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,"cf."
"1:424",632186,"occurrence",68003,"Richardoestesia isosceles","species",58875,"Richardoestesia isosceles","species",58875,"Late Campanian",83.5,70.6,"19433;19433",-103.169876,29.104792,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,18753,NA,NA,NA
"1:425",632192,"occurrence",68003,"Saurornitholestinae indet.","subfamily",143992,"Saurornitholestinae","subfamily",143992,"Late Campanian",83.5,70.6,"48570;48570",-103.169876,29.104792,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestinae","indet.",NA,NA,29227,NA,NA,NA
"1:426",632193,"occurrence",68003,"Richardoestesia isosceles n. sp.","species",58875,"Richardoestesia isosceles","species",58875,"Late Campanian",83.5,70.6,"11752;11752",-103.169876,29.104792,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,"n. sp."
"1:427",632194,"occurrence",68003,"Saurornitholestes langstoni cf.","species",54556,"Saurornitholestes langstoni","species",54556,"Late Campanian",83.5,70.6,"19433;19433",-103.169876,29.104792,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,18755,NA,NA,"cf."
"1:428",632196,"occurrence",68004,"Saurornitholestinae indet.","subfamily",143992,"Saurornitholestinae","subfamily",143992,"Late Campanian",83.5,70.6,"48570;48570",-103.169876,29.104792,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestinae","indet.",NA,NA,29228,NA,NA,NA
"1:429",632202,"occurrence",68006,"Saurornitholestes langstoni cf.","species",54556,"Saurornitholestes langstoni","species",54556,"Late Campanian",83.5,70.6,"11752;11752",-103.169876,29.104792,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,"cf."
"1:430",632204,"occurrence",68006,"Richardoestesia isosceles","species",58875,"Richardoestesia isosceles","species",58875,"Late Campanian",83.5,70.6,"11752;11752",-103.169876,29.104792,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,NA
"1:431",632206,"occurrence",68007,"Saurornitholestinae indet.","subfamily",143992,"Saurornitholestinae","subfamily",143992,"Early Maastrichtian",70.6,66,"48570;48570",-103.516487,29.30055,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestinae","indet.",NA,NA,29222,NA,NA,NA
"1:432",632207,"occurrence",68007,"Saurornitholestinae indet.","subfamily",143992,"Saurornitholestinae","subfamily",143992,"Early Maastrichtian",70.6,66,"48570;48570",-103.516487,29.30055,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestinae","indet.",NA,NA,29223,NA,NA,NA
"1:433",632208,"occurrence",68007,"Richardoestesia isosceles","species",58875,"Richardoestesia isosceles","species",58875,"Early Maastrichtian",70.6,66,"19433;19433",-103.516487,29.30055,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,NA
"1:434",632211,"occurrence",68008,"Richardoestesia isosceles","species",58875,"Richardoestesia isosceles","species",58875,"Early Maastrichtian",70.6,66,"19433;19433",-103.56562,29.228554,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,NA
"1:435",632212,"occurrence",68008,"Saurornitholestes langstoni cf.","species",54556,"Saurornitholestes langstoni","species",54556,"Early Maastrichtian",70.6,66,"19433;19433",-103.56562,29.228554,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,"cf."
"1:436",632215,"occurrence",68009,"Saurornitholestes langstoni cf.","species",54556,"Saurornitholestes langstoni","species",54556,"Late Maastrichtian",70.6,66,"19433;19433",-103.142296,29.433372,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,"cf."
"1:437",632216,"occurrence",68009,"Saurornitholestes sp. A informal","genus",38567,"Saurornitholestes","genus",38567,"Late Maastrichtian",70.6,66,"19433;19433",-103.142296,29.433372,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp. A","Saurornitholestes",38567,NA,NA,NA,"informal"
"1:438",632218,"occurrence",68010,"Saurornitholestes sp. C informal","genus",38567,"Saurornitholestes","genus",38567,"Late Maastrichtian",70.6,66,"19433;19433",-103.142296,29.433372,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp. C","Saurornitholestes",38567,NA,NA,NA,"informal"
"1:439",632220,"occurrence",68011,"Saurornitholestes langstoni cf.","species",54556,"Saurornitholestes langstoni","species",54556,"Late Maastrichtian",70.6,66,"19433;19433",-103.142296,29.433372,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,"cf."
"1:440",632221,"occurrence",68011,"Saurornitholestes sp. B informal","genus",38567,"Saurornitholestes","genus",38567,"Late Maastrichtian",70.6,66,"19433;19433",-103.142296,29.433372,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp. B","Saurornitholestes",38567,NA,NA,NA,"informal"
"1:441",632224,"occurrence",68012,"Saurornitholestinae indet.","subfamily",143992,"Saurornitholestinae","subfamily",143992,"Late Campanian",83.5,70.6,"48570;48570",-103.56562,29.228554,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestinae","indet.",NA,NA,29224,NA,NA,NA
"1:442",632226,"occurrence",68014,"Saurornitholestinae indet.","subfamily",143992,"Saurornitholestinae","subfamily",143992,"Late Campanian",83.5,70.6,"48570;48570",-103.56562,29.228554,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestinae","indet.",NA,NA,29225,NA,NA,NA
"1:443",632227,"occurrence",68014,"Saurornitholestes langstoni cf.","species",54556,"Saurornitholestes langstoni","species",54556,"Late Campanian",83.5,70.6,"19433;19433",-103.56562,29.228554,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,"cf."
"1:444",632229,"occurrence",68015,"Saurornitholestinae indet.","subfamily",143992,"Saurornitholestinae","subfamily",143992,"Late Campanian",83.5,70.6,"48570;48570",-103.56562,29.228554,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestinae","indet.",NA,NA,29229,NA,NA,NA
"1:445",635128,"occurrence",68331,"Dromaeosauroides n. gen. bornholmensis n. sp.","species",92202,"Dromaeosauroides bornholmensis","species",92202,"Late Berriasian",145,140.2,"19697;19697",14.752449,55.080208,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauroides","bornholmensis","Dromaeosauroides",92201,NA,"n. gen.",NA,"n. sp."
"1:446",636517,"occurrence",68489,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Early Barremian",130,125.45,"17647;17647",-0.861015,40.654675,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,NA,NA
"1:447",649434,"occurrence",70140,"Shanag n. gen. ashile n. sp.","species",96500,"Shanag ashile","species",96500,"Early Cretaceous",145,100.5,"23562;23562",102.733299,44.241501,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Shanag","ashile","Shanag",96499,NA,"n. gen.",NA,"n. sp."
"1:448",650685,"occurrence",14540,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Lancian",70.6,66,"2236;2236",-106.876312,41.939877,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:449",650688,"occurrence",14540,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Lancian",70.6,66,"2236;2236",-106.876312,41.939877,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,NA,NA
"1:450",650715,"occurrence",70343,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Lancian",70.6,66,"2236;2236",-107,41.799999,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:451",650716,"occurrence",70343,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Lancian",70.6,66,"2236;2236",-107,41.799999,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,NA,NA
"1:452",662961,"occurrence",71399,"Dromaeosauridae aff. indet.","family",38561,"Dromaeosauridae","family",38561,"Maastrichtian",72.1,66,"24130;24130",46.581619,-15.901629,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,"aff.",NA,NA
"1:453",663766,"occurrence",71487,"Dromaeosaurus ? sp.","genus",38566,"Dromaeosaurus","genus",38566,"Edmontonian",70.6,66,"24170;24170",-114.522797,51.208904,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosaurus","sp.","Dromaeosaurus",38566,NA,"?",NA,NA
"1:454",667040,"occurrence",71840,"Velociraptor cf. mongoliensis","species",54554,"Velociraptor mongoliensis","species",54554,"Late Cretaceous",100.5,66,"24279;24279",112.420006,40.040001,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Velociraptor","mongoliensis","Velociraptor",38564,NA,"cf.",NA,NA
"1:455",668722,"occurrence",72142,"Nuthetes destructor","species",66817,"Nuthetes destructor","species",66817,"Middle Berriasian",145,140.2,"24418;24418",-1.96667,50.599998,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Nuthetes","destructor","Nuthetes",66532,NA,NA,NA,NA
"1:456",670963,"occurrence",59255,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Early Cretaceous",145,100.5,"24535;24535",103.257744,36.058281,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,NA,NA
"1:457",680859,"occurrence",59702,"Velociraptorinae indet.","subfamily",54553,"Velociraptorinae","subfamily",54553,"Santonian",86.3,70.6,"24648;24648",63.866699,46.574272,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Velociraptorinae","indet.",NA,NA,NA,NA,"Early Campanian",NA
"1:458",680883,"occurrence",73446,"Dromaeosaurinae indet.","subfamily",54552,"Dromaeosaurinae","subfamily",54552,"Santonian",86.3,70.6,"24648;24648",64.650002,45.950001,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosaurinae","indet.",NA,NA,NA,NA,"Early Campanian",NA
"1:459",680884,"occurrence",73447,"Dromaeosaurinae indet.","subfamily",54552,"Dromaeosaurinae","subfamily",54552,"Santonian",86.3,70.6,"24648;24648",64.650002,45.950001,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosaurinae","indet.",NA,NA,NA,NA,"Early Campanian",NA
"1:460",680888,"occurrence",73448,"Dromaeosaurinae indet.","subfamily",54552,"Dromaeosaurinae","subfamily",54552,"Santonian",86.3,70.6,"24648;24648",64.650002,45.950001,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosaurinae","indet.",NA,NA,NA,NA,"Early Campanian",NA
"1:461",680889,"occurrence",53136,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Santonian",86.3,70.6,"14364;14364",64.650002,45.950001,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,"Early Campanian",NA
"1:462",682912,"occurrence",73612,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Late Albian",105.3,93.5,"24682;24682",-111.261536,38.690239,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,"Early Cenomanian",NA
"1:463",682913,"occurrence",73612,"Richardoestesia isosceles cf.","species",58875,"Richardoestesia isosceles","species",58875,"Late Albian",105.3,93.5,"24682;24682",-111.261536,38.690239,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,"Early Cenomanian","cf."
"1:464",691662,"occurrence",38680,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Late Oxfordian",161.2,150.8,"25000;25000",-8.61667,39.849998,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,"Late Kimmeridgian",NA
"1:465",692620,"occurrence",74660,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Campanian",83.6,72.1,"59044;59044",4.172239,43.927681,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,32270,NA,NA,NA
"1:466",692632,"occurrence",14674,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Late Maastrichtian",70.6,66,"2333;2333",-106.099998,47.799999,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,NA,NA
"1:467",700658,"occurrence",14544,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Lancian",70.6,66,"2236;2236",-107,41.799999,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:468",700675,"occurrence",75280,"Dromaeosaurus sp.","genus",38566,"Dromaeosaurus","genus",38566,"Lancian",70.6,66,"2236;2236",-106.876312,41.939877,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosaurus","sp.","Dromaeosaurus",38566,NA,NA,NA,NA
"1:469",700676,"occurrence",75280,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Lancian",70.6,66,"2236;2236",-106.876312,41.939877,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:470",700717,"occurrence",14541,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Lancian",70.6,66,"2236;2236",-106.891731,41.94062,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:471",700736,"occurrence",75287,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Lancian",70.6,66,"2236;2236",-106.881096,41.935242,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:472",700738,"occurrence",75287,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Lancian",70.6,66,"2236;2236",-106.881096,41.935242,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,NA,NA
"1:473",700785,"occurrence",14543,"Dromaeosaurus sp.","genus",38566,"Dromaeosaurus","genus",38566,"Lancian",70.6,66,"2236;2236",-106.853416,41.938137,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosaurus","sp.","Dromaeosaurus",38566,NA,NA,NA,NA
"1:474",700787,"occurrence",14543,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Lancian",70.6,66,"2236;2236",-106.853416,41.938137,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:475",700789,"occurrence",14543,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Lancian",70.6,66,"2236;2236",-106.853416,41.938137,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,NA,NA
"1:476",700815,"occurrence",75296,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Lancian",70.6,66,"2236;2236",-106.880623,41.938744,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:477",700822,"occurrence",75297,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Lancian",70.6,66,"2236;2236",-106.890732,41.956097,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:478",700838,"occurrence",14542,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Lancian",70.6,66,"2236;2236",-106.88224,41.935326,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:479",702688,"occurrence",75429,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Lancian",70.6,66,"2236;2236",-106.876312,41.939877,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:480",702700,"occurrence",75431,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Lancian",70.6,66,"2236;2236",-106.876312,41.939877,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
